reviewcontent,score,sentiment
The whole process was simple enough. Everyone was helpful and explained as much as possible. Recommend running your particular cars VIN through the makers website for full warranty as no one can give specifics other than the warranty provided by Avis. Overall pretty happy with our purchase.,1,Positive
Maria Solano was a pleasure to work with and very professional.  There were some glitches receiving some of the portal items and she help to resolve this. I would take this over working with a dealership every time. Thank you,1,Positive
"I am editing my original review. Initially, I gave an overall rating of 1 and now changing it to a 5. After purchasing my car I noticed a few days later it had some minor hail damage. It was hard to see but was definitely there on the hood, top of the car and the trunk. So I called a Tresl representative to find out what could be done to repair the damage really hoping it would be fixed since it was there at the time I test drove and decided to buy the car but did not see it until a few days later. This representative told me he needed to speak with a rep from Avis to find out if they would repair the damage and, if so, what the process would then be for me. A day or so later the gentleman I spoke with at Tresl called me back and told me he just heard back from his contact at Avis and who had informed him they would take care of the repair. It took about a month and a half but did get my car back this morning and it looks fantastic. Cannot see any dents from hail damage whatsoever. In addition, I must say that the person from Tresl who helped me throughout the process was very professional, always courteous, straightforward with me, and he kept me in the loop as often as he could and as often as he received new information from Avis needing to be passed along to me. So, all in all, I am so pleased with how things turned out. As far as recommending others to Tresl for those considering to purchase a car in which Tresl assists in the transaction, I certainly recommend them. They really helped me out when I needed them to and very thankful for how everything has turned out. And I still very much liking the car I bought. When editing this review of mine today I was not sure at first about what number to change it to for the overall review. I knew it was no longer a 1. I considered a 4 because, while super happy about the end result, it did take a month and a half to resolve the issue but ultimately decided on a 5 because the length of time aspect was really out of Tresl's control since the repair needed to be made by a place of Avis's choosing.",1,Positive
"Mark was simply outstanding. Professional, timely and always followed up immediately at each step. I’ve already recommended the process and Mark to friends. I’d go this route and buy brought Avis and Tresl again!",1,Positive
"Great service, they made a sometimes tedious process as easy as possible. Kim Winner was excellent in all areas of guiding us through the process.",1,Positive
"Personable, Professional and efficient.  Julie is FANTASTIC to work with.  She and the team took care of everything via email and the phone. My only concern is that they use FDX to move their documents.  Because of that it took 2 extra days as FDX did not have a convenient way to get the documents into their system.  I had to go out and find a location to drop it off.",1,Positive
"It was very shaking at first because this wasn’t the car I originally wanted to purchase and because of the representative attitude I was going to buy my car from another dealer, but an Avis employee convinced me to go back and look at a different car. During the process the new representative was very nice and answer almost every question I had except when it came to the warranty there was no paperwork that they could send me until I actually purchased the car. I have been waiting for almost 3 weeks for the maintenance logs and  my temporary tags to be mailed to me. I understand buying vehicles online is a new thing and especially during this Covid era there will be bumps in the road and everything is on a learning curve.",1,Positive
"Efficient, very responsive,  very smooth transition with coordinating paperwork,  and always available when questions came up. I would highly recommend!",1,Positive
Very good customer service.  Had same rep (Steve) throughout the process.  Well done!,1,Positive
"I was pleasantly surprised by my experience with Tresl. Thank you, Kim, for your help at every step of the process.",1,Positive
There was a lot of inconvenience and inconsistencies in information and communication. It took a lot longer than I expected.,0,Negative
Jon was professional and helpful.,1,Positive
They did a great job.   I had not heard of them before and they could have been more proactive about helping me understand who they are.,1,Positive
"So far my experience with Avis Auto sales through Tresl as the intermediary vendor has been a horrendous experience. I reserved a vehicle several days ago and attempted to pick it up today with no luck. Not only was the vehicle not there, when I called Tresl they said they had no idea where it was. I have now as a consequence lost the opportunity on several competitive sales based on my misfounded trust in Tresl delivering on their promises. Please do not attempt an auto-sale through this fraudulent company.",0,Negative
"Sara was so helpful!  She walked me through the entire process, answered numerous questions and all with professionalism, kindness and humor.  Top notch and I wouldn’t hesitate to refer her or Tresl!",1,Positive
Awesome experiance,1,Positive
Buying a car from Avis was a new experience for us. Tresl was patient with us and much appreciative of it.,1,Positive
"Professional, helpful and willing to offer options to complete transitioning our lease to out right purchase.",1,Positive
"From first contact with the person who arranged the test drive, everything was handled very professionally. There was no pressure to make any decisions only advice to ask any questions and be comfortable with my decisions. Emails were promptly returned and phone calls direct to service rep were either answered immediately or quickly returned. While the title transfer process has not yet been completed, I am confident that that too will be handled in a most efficient way. I highly recommend your service. Thank you",1,Positive
Mark did a fantastic job. He communicated with me all the requirements and was extremely helpful in navigating the process.,1,Positive
Efficient and friendly!,1,Positive
"So far, my car buying experience with all Tresl employees has been great. Kim Winner has been very helpful throughout my buying experience. She always answered my questions in a timely manner. It was a pleasure dealing with such a professional woman.  I just received my temporary plate and I am looking forward to completing my purchase with Tresl.",1,Positive
Helped me with every step all the way through helped me to get the best deal possible and we made it happen I appreciate the hard work and dedication shown to me .,1,Positive
Very professional and answers all your questions on time!!,1,Positive
I would definitely recommend Tresl to anyone looking to refinance their auto loan. Yvette was very pleasant and friendly. She followed through everytime. If she said I will call you tomorrow she made sure to give me a call. If I needed help underatanding what to do next she was always there to help. Best customer service I've ever recieved! Thank you Yvette from the bottom of my heart.,1,Positive
"Convenient but I was frustrated by response time. All in all so far Tresl is taking care of everything and I am very pleased with my loan rate. Watch for fees that may not be of interest or be applicable that increases loan amount, otherwise very good.",1,Positive
The process didn't take long at all and Eric was great.,1,Positive
Ms Massey went above and beyond in helping us complete the purchase.  We ended up having difficulties with the lender handling of the funding certificate which caused added stress for me during with a time we experienced a medical emergency amid COVID precautions.  She showed genuine compassion and worked directly with the lender to resolve the issues.  She followed up after to check on my husbands health.  She was awesome.,1,Positive
Quick and pleasant service!,1,Positive
Efficient and easy to work with.  Very responsive.,1,Positive
Excellent service thank you,1,Positive
No follow up. Poor communications. Too bureaucratic. Felt like I was treated like number and not a customer. Had to chase to find out status. Still do not know if my wire was received or when I would get paperwork etc.,0,Negative
"Great experience, prompt service and knowledgeable people.",1,Positive
Very helpful and fast,1,Positive
I have to give it a double zero. From beginning to end the process has been nothing but a nightmare!! Can’t get anybody  to return phone calls or emails. From start I was told is an easy process!! I was told 5 to 7 days I would have my registration in my plates. Now it turns out I’m lucky to see my registration in my plate  by August. Mind you I making Car payments insurance payments for a car I can’t drive!!!! Very disappointed how I was  lead for the beginning!!! They just said anything just to get to sale!! I would advise anyone not to purchase their automobile through this company!!,0,Negative
When i called Tresl for help in refinancing my car they say no problem. I spoke with Jason Moen and he assure me i would get the best deal and he would do everything he can to make sure that happen. He explain everything in detail and kept me up to date every time he had some info on my deal. Jason did a great  job and thank you for all you done. I would highly recommend Tresl to friend and family. Tresl is the way to  go.,1,Positive
Great service,1,Positive
Ashley was great and Made everything so easy . Best car buying experience!,1,Positive
Everyone was very helpful I mostly had contact with Jon he was very attentive I felt really comfortable with the transaction thank you guys,1,Positive
Excellent customer service responded promptly to all my questions & guided me through every step.,1,Positive
The process was pretty painless better if it’s done in 1 day. Overall not bad.,1,Positive
"Made everything easy, great to work with,",1,Positive
Awesome and smooth process. Communicated through email and text which I loved.,1,Positive
No hassle. Very professional,1,Positive
"Julie was fantastic!!!  While we had some issues with my schedule, because I travel 4 days a week, it went fairly well.    Even still, waiting weeks to finish is to slow of a process.",1,Positive
I love the process,1,Positive
Very friendly staff to work with. Most challenging part of process was getting insurance company to work with staff.,1,Positive
"Process was quick and easy Joe very helpful with completing my application and helping me through the process he answer all of my questions was very easy to stay in contact with him throughout the process I would recommend this company to  anyone who needs to refinance their car or take out a loan, I am still going through the process for my title and my payoff will give you an update later hopefully sooner than later.",1,Positive
Alexis Maldonado was courteous and prompt in handling what needed to be done in the purchasing of my leased vehicle. I really appreciated this service.   Connie Calaman,1,Positive
"Good experience, thoughtful people",1,Positive
Easy and saved me money,1,Positive
Jon was fast on everything. A hiccup in the paperwork? No problem. Jon solved it fast.  Either it's him or the company is wired tight.  Excellent experience.,1,Positive
Easy enough for an online transaction,1,Positive
"Fantastic job, thank you so much for making it so easy to purchase vehicle in rough times.",1,Positive
"Tresl was a great choice. I got a low-interest rate. Steve Callisonwas helpful with the whole process. He would contact me through e-mail or he would call. When it came time to send me the paperwork, Steve would check-into see if I got them or if I had any questions.",1,Positive
This was a very easy and concise process. I would recommend to everyone. Jon Parton always answered calls and if he was unable he would return the call that same day.,1,Positive
"I was trying to contact people at Tresl , but not having any success, but when Luz Robles answered my call, what is a totally different experience. She was very knowledgeable and was able to answer all my questions and set me up for an appointment to check out a car. You need more people like her",1,Positive
"We are still in the process of finalizing the 'deal', but have been very pleased with the communication and quick response time.",1,Positive
It was a pleasure working with Mitchell at Tresl. He made my loan process clear and understandable. He was available to answer my questions and did a excellent Job.,1,Positive
Awesome experience!,1,Positive
"Fantastic experience - Super friendly, fast and efficient. Definitely recommend",1,Positive
Thank you! We are pleased with the vehicle and really pleased with the service.,1,Positive
So far they have done a fabulous job.  Thorough and gave us a lot of information to make the transaction easy.,1,Positive
"My experience with Tresl was a pleasure. The financial adviser, Maria, had clear and concise directions. Was in touch with updates and made phone calls if there were any questions at all. She was a 5 star rep working for a 5 star financial organization. I will definitely use Tresl again if and when an occasion arises.",1,Positive
I have never purchased a vehicle in this way.  Julie did a great job talking me through the purchase process.  She was very responsive and addressed all of my questions.,1,Positive
I was very pleased with the customer service and the outcome of my loan application.  Kevin Lazar was an outstanding customer representative!!!,1,Positive
The representatives were polite ---very understanding in answering all my questions and walking me though the process  as i am not skilled in computer usage showed an enormous amount of patience  thank you,1,Positive
"Chance was the representative who provided EXCELLENT service recovery that led to us getting our car and our loan secured seamlessly. I had a rocky start with some other reps who failed to return calls or emails, but I got transferred to a supervisor who put Chance on the call. From there, Chance took great care and was thorough. So, I was just about to give up on TRESL--I had the Ultimate Test Drive vehicle for 5 DAYS without a call from them, though I called at Day TWO. I still give them 5 STARS because Chance is EXCELLENT! We are happy with our car, happy with our loan.",1,Positive
"Mark made my online buying process very easy. He answered all of my questions, and help me correct a mistake I made on my paperwork.",1,Positive
Great experience. Kevin was very helpful and walked me through every step.,1,Positive
Done a great job,1,Positive
Great Prompt Customer Service,1,Positive
"In terms of the rate - you guys found me the lowest rate, which obviously I’m happy about. The next best rate was Capital One at 3.75% - but the process in my opinion was slow and the communication could have been better. I don’t think it should take more than 2 weeks for a car refinance with no delay from my part. I literally  completed what was required of me the same day as well as provide needed documentation. I refinanced with State Farm for my other loan and within a day of my Submission I signed paperwork, and a couple days later State Farm was sending the payoff to the other lender. Quick, painless and efficient.  Second - the communication. I was the one reaching out to the rep to get updates. To be fair she did respond to my texts within the same day but still if there is a delay from your part or process, should be communicated quickly.  Third - A better job should be done in properly disclosing that you are a broker and what a customer may expect. My loan is going to a credit union and I was not too happy in having to create an account with the credit union and provide “references” - like is this 1990? Like no one needs to know about my business except me - if my credit, income or history is not enough don’t “approved” the loan.   Overall “so so” experience but if I had to do it over, I probably take the higher rate for a more efficient process with another lender.",1,Positive
responds quicky,1,Positive
5/5 for Tresl as of now. Just received notification of my funding. Start to finish in 12 days and may have been faster but I ended up having to send something over the weekend. My financial advisor Kim made everything better with her honest and helpful advice on my options. Highly recommend.   -km,1,Positive
"Samantha was very helpful in addressing questions and making sure everything went smoothly, great experience!",1,Positive
This was the best experience for a first time car buyer!!,1,Positive
"Good service, fast turnaround.  Julie was great",1,Positive
"1000 % AWFUL. BAIT & SWITCH. FRAUD??  Do not use this company. Advertised 4%, ran my credit offered 17% - I was paying 15% so score wasn't great, but greatly improved from when I first bought car. Ran my credit a few more times....came back to me at 13%...well that reduced overall interest, but I wound up putting $2800 down ($300 of which they keep as fees)....The whole process took over a month - when I executed everything they requested within minutes.....Rude, saying ""second request for info"" all bolded in red and highlighted yellow when it was in fact the first request, more than once. Reps do not respond to phone calls and emails, when I called general #, I was told I have to speak to my rep - ok how? Loan came from CCU and they funded on 5/22 but it took Tresl until 6/12 to send the payoff? NEVER AGAIN - Worst refinancing experience ever. -UPDATE- 07/03/20 Yes so what they reached out to say sorry - SO WHAT. Doesn't change my experience or the fact that I PAID them to give me such a negative experience. How about a refund?",0,Negative
Avis gave me a dirty car which I know isn’t Tresl’s fault but it’s part of the overall process. I couldn’t get financing through them and guy over the phone simply said they could not work with me (which I understand). Their whole demeanor from emails and phone calls simply seemed very cold and not very customer service oriented. It’s always best to build rapport with clients. I did get a follow up email which verbatim said “If you can get financing on your own or pay cash you can still proceed with Avis purchase”. I ended up buying a car through Carvana which no issues.,0,Negative
the process was relatively easy and quick,1,Positive
Thank you for your excellent  service.,1,Positive
Very friendly and efficient employee to work with! The loan process was pretty flawless. Once you’re approved they send you everything electrically to sign and it’s super easy! I was able to get a very low interest rate too.,1,Positive
"Staff was Professional, helpful and patient.(I had a lot of questions)  It is a different experience purchasing remotely.  Instead of a few hours of paperwork and phone calls at a dealership desk it can be a week of sending emails and FedEx envelopes. I'm purchasing an Avis fleet car but Tresl handles the sale so there can be a small disconnect.  Ex: I can't get a second key or door unlock code, current plates and toll transponder are not Tresl's problem.  I received my company's insurance card before I had temp tags.  So you are still driving a car that is technically registered to AVIS.  A little disconcerting but not a problem.  Overall Tresl did their part well and I'm just waiting on my permanent plates now.  Thank you!",1,Positive
Did a great job,1,Positive
"Effortless process, very convenient.  Great experience. Highly recomend.",1,Positive
Literally horrible my agent doesn’t reply the check they sent out was too the wrong address and it wasn’t payable to the company atm I have 2 car payments to pay for one car.,0,Negative
Katerin made the process go smooth. Everything worked out well.,1,Positive
Quite satisfied whit all area of the purchasing a vehicle,1,Positive
"Aimee was very knowledgeable, friendly, responsive during the whole process.",1,Positive
"Darla Burn was a joy to work with!! I was initially hesitant to purchase a car this way, but I’m so glad I did now! Darla was influential in holding our hand through the whole process and gave me the confidence I needed to handle buying a car in this way.  Truth be told... when we get our next vehicle... I’m contacting her first! This was the best way to buy a car, and I’m telling every jealous friend of mine! Ha!  Thanks Darla! And thanks Tresl!",1,Positive
Everything went smoothly! I would highly recommend.,1,Positive
Tresl was one of the easiest companies I have ever worked with as far as financing.  Ashley was very nice to work with didn't seem to mind taking calls and answering questions.i would definitely recommend them to friends... Thanks for getting it done...,1,Positive
My first time to do a big item purchase entirely online. Julie did an excellent Job of guiding me through the process.,1,Positive
Customer service was excellent Steve was wonderful to work with.  very easy process.  you could make the documents a little clearer for the reader.  i found the instruction to be a big difficult to do on my phone.  it's was much easier on the regular computer.   over all the experience was very easy and Steve continues to be a great guy to work with.,1,Positive
Mark was available for me during my busy work schedule and answered all of my concerning questions.,1,Positive
Great customer service,1,Positive
"Quick, easy, and painless.",1,Positive
Kim was very helpful and she gave me the best financing options. She also went above and beyond when I had a problem with my vehicle.,1,Positive
I got amazing service with my financial adviser Jeff. Answer all my question and all my phone calls. Explained in great calm matter. Really did make me feel that he was willing to help.,1,Positive
Jason was so helpful and wonderful to work with. He made the process so easy!,1,Positive
JUST ANOTHER CAR SALESMAN,0,Negative
Had a difficult time loading documents into your system but other than that very pleased with the service provided.,1,Positive
Fantastic experience!! Rep was more than excellent!,1,Positive
"Awesome service, very responsive!",1,Positive
Very easy process and answered all my questions very quickly along the way.  Best car purchasing experience I have had in 30 years.,1,Positive
Excellent follow up by Jon,1,Positive
Outstanding support by Samantha and the team with a very challenging purchasing experience during the pandemic! Great job and keep it up!,1,Positive
Ashley was very warm and helpful.  She  was also able to get a lower interest  rate.,1,Positive
The people who worked with me on this transaction were great helpful at every level thanks for making this an easy experience by answering all my questions and solving my issues.,1,Positive
"I felt I could not give 5 stars due to the length of the proces, which still isnt 100% complete. Still waiting for the check to be sent to the lien holder and the title to be transferred. I understand these online processes can be lengthy but it's been about a 3 week process to this point. Ashley, the financial advisor was great and very friendly and helpfu during the entire process. I only hope setting up the account and payments with the new lien holder will be easy as well.",1,Positive
Awesome experience! Great communication and super simple process. Highly recommend.,1,Positive
Quick and easy process. Terrance was wonderful to work with!,1,Positive
Julie was very helpful during this process and it saved me several thousand dollars in interest & lowered my payments.,1,Positive
Working with Day made my refinance process the easiest I have ever gone through. She was willing to help every step of the way and the level of communication was superior to many other firms I have worked with in the past. Not only was Day helpful she was personable and a joy to talk with. I normally don’t write reviews but this experience deserved one.,1,Positive
"Samantha was incredibly helpful in getting all of my documents together and very patient with me returning them back. Car buying is still intimidating to me, but at least this process was easy to get through.",1,Positive
Lee was very helpful with the whole process and answered any questions I had about my loan.    Would definitely recommend!,1,Positive
Car shopping made easy! Thank you!,1,Positive
They made the car purchase simple and efficient.,1,Positive
Recieved prompt feedback and the process well explained to me.,1,Positive
"Amazing and extremely professional and efficient! The process was so wonderful and fast. Everything was handled over the phone and through secured emails. I would and have already started telling friends and family about the process. Thank you so much for helping me to get my 2019 Hyundai Elantra car!! I love it. Mostly I love not having to try to deal with salesman and the game of trying to haggle a good price. Avis price was several thousand dollars below Kelley Blue Book and my new car only has 20,800 miles on it! Thank you Jason for all your help!",1,Positive
Fantastic communication throughout the entire process by Aimee. Enjoyed working with her and felt she found us the best possible loan for our car. Thank you Aimee!,1,Positive
Mitchell made the process of purchasing a car very easy. He was attentive and available to answer questions and concerns. His prompt communication made the remote process very simple. Thanks Mitchell,1,Positive
I had a great experience with this company and I highly recommend them to anyone who is interested in refinancing your car great customer service and they answered all my questions and concerns in detail I recommend Mark Nosal he helped with everything and got me the lowest rate possible,1,Positive
Jorge took care of everything - if there was any lapse in the process it was on my end,1,Positive
Don was great! Very attentive,1,Positive
Final cost was a shocker over $1300 more than the actual cost of the car that’s outrageous,1,Positive
Good service,1,Positive
It was quick and easy transition. Samantha helped me get everything I needed to move forward. I was able to get great rates and information I needed to make my decision. Thank you,1,Positive
for the most part it was good.I'd like more updates on the staus in this COVID world I ordered my car thru.,1,Positive
"The service was good, however, I thought the funding process was not easy. Between my husband and myself , our credit scores we’re in the 700’s and did not expect to be offered interest rates of 6 percent, plus!! We secured funding from our credit union at a competitive rate of 3.89 percent, what it should have been!! If Chase and Capital One, both of which I currently have accounts with, are the best finance companies you have to offer, my suggestion would be to expand the circle and find more competitive rates. We were not trying to finance a house, only a car! Day Avery was wonderful to deal with, but the finance process left a lot to be desired. Thank you",1,Positive
"The process was mostly easy.   Ashley Sinclair and Kim Winner from Tresl were great and need a raise!  The employees at the rental/sales car places were great as well.  The test drive process was a pain. Also Tresl, should give an estimate of the extra fees incurred when purchasing the vehicle.  The OTD price was $1000+ more and Tresl needs to be more up front with the price. It was still a GREAT deal, and I appreciate it.  There were definite hiccups in the ""ultimate test drive"" process, such as trashed/filthy car which was suppose to be substituted for, but wound up  testing driving the trashed car and dented car (Mandeville, LA). Next, the car that was suppose to be substituted for the trashed car was never made available until a week later in a different city (Pensacola, FL). When I went to test drive this car, I was told there was a ""registration issue"" as I was in route for the test drive 1.5 hour away. Then finally I was able to drive the vehicle 3 days later with the registration supposedly fixed, but the tag still says April?  I have purchased this vehicle (VIN ending 311) and enjoy it thoroughly so far. I hope this helps in the future, Greg",1,Positive
Once the decision was made to go forward with this purchase I was served in quickly and professionally. They did a good job.  An easy and non-complicated experience.,1,Positive
Our car buying experience went quickly and smoothly thanks to the help of those at Tresl!,1,Positive
The entire transaction was handled very efficiently. Very pleased!,1,Positive
Awesome experience with tresl. The entire process was quick easy and painless. Did majority of process through emails and a few over the phone. Would recommend anyone looking to finance or refinance to give them a chance,1,Positive
Great and simple experience. Mitch was great!,1,Positive
Best experience ever!,1,Positive
"Kimberly did a wonderful job of assisting me and managing the refi throughout the process. Great email, phone and text presence and I would definitely be happy to work with her again in the future.",1,Positive
Working with Tresl was all that I could of hoped for! They were fast and easy to work with. Aimee did an amazing job always keeping me up to date with the whole process and making sure that I was comfortable with everything. I couldn't have asked for a better rep. I will definitely recommend Tresl to everyone I know.,1,Positive
"I really dreaded going through the process of changing from a lease contract to  a purchase contract as it involved two completely different lending institutions and a ton of paperwork.  Laura of Tresl actually took care of all of the details and documents for me and did so in a friendly, patient, reassuring manner for which I am deeply grateful.",1,Positive
"Everyone I worked with ,from start to finish,  made the process  easy! Thank you!",1,Positive
Very caring  help you understand  Very helpful  Answer and return phone calls back Right on point,1,Positive
Great customer help through the whole process but took longer than expected.,1,Positive
Ashley was the reason for the five star. Her communication ave follow up was wonderful. It was a pleasure to work with Ashley to re-finance my car loan. Ashley you were a highlight in a troubled world each time we spoke. Thank you!!,1,Positive
Great experience!,1,Positive
"My experience in finding and test driving a car has been made pain free by Luz. She was an active listener, professional, friendly and she definitely had patience. I was able to easily relay a message to her and she took care of my needs in a timely fashion. She is knowledgeable and educated me on the Tresl process. I also liked that when I had an issue she got right back with me. So if I was to do this all over again I would definitely recommend Tresl because of the excellent customer service provided to me and the smooth process I received.   Thanks again,  Tresl & Luz Robles",1,Positive
I used the service to purchase a work vehicle in the past and the communication was better,1,Positive
"i was constantly getting emails and phone calls from GMF that i owed or they hadn't received funds even though i had already wired my funds to IFS. I would call or email my IFS agent & they would be missing in action even though i would spend an hour or two of fruitless efforts trying to clear things up. If the IFS worker is going on vacation and the case is not closed they should let client know who they could contact instead. IFS is primarily a parasite company, totally unnecessary other than to skim funds off of transactions ... at least they could follow through.",0,Negative
Was amazing experience,1,Positive
"Very easy, very nice, overall a good experience.",1,Positive
Kim Winner is wonderful! She makes the process so simple and is more than helpful with any questions and working with what I wanted as a customer. She has now helped me with two(2) refinance loans and both have gone off without a hitch. Awesome Job!!!,1,Positive
Maria made my experience working with Tresel simple and easy. It was a pleasure working with her. Thank you for all your service!,1,Positive
"I love love love my new car! Robert Bills was fantastic to work with. This was the easiest process I have ever experienced. I bought my car from Avis. It was several thousand dollars under KBB. My mechanic checked out 5 cars for me and we both agreed on the car from Avis. Clean, well-maintained, and low miles. Tresl found me great financing with a low interest rate. Thank you to everyone involved!",1,Positive
Wish i would have had more upfront communication,1,Positive
"Jonathan was very helpful, answered my many questions    Very pleased with the care and service that was extended to me",1,Positive
Kim was really helpful and quick to respond to any questions I had.,1,Positive
Julie was fantastic and patient in doing this process remotely.  Thanks!,1,Positive
"The forms processing was pretty seamless.  However, the FedEx invoice provided was ""slow"" ground and took from a Wednesday to Tuesday to deliver.  For the fees paid you should get at least 2 day delivery to get the title transfer going!!!!  Phone assistance responding to questions was good.",1,Positive
Very responsive and did what they promised.,1,Positive
Good company and good service. They were able to find me the lowest interest rates and it was done efficiently.,1,Positive
Tresl really simplified the car financing process for us and also worked quickly to finish the job. Also got a very competitive rate.,1,Positive
"The process is smooth,  but getting in touch with my financial advisor was difficult.",1,Positive
This was the smoothest process I’ve ever encountered when refinancing a vehicle. No hassles and immediate responses to any questions Or issues I had  Thank you again Kevin!!  Nikki from Alaska,1,Positive
Both Shelby and Julie made purchasing a car so easy and worry-free.  They kept us informed and responded to calls and emails in a timely manner. I don’t think I could have asked for a better experience.  Thank you!,1,Positive
In general the transaction went well.  Thank you for your help with purchasing the 2019 Jeep Grand Cherokee.,1,Positive
Excellent experience!,1,Positive
Great job!!!!,1,Positive
Great customer service,1,Positive
Excellent Customer Service,1,Positive
Justin was very helpful and professional great customer service ??,1,Positive
"It is my pleasure to write this review so I can express my appreciation and pleasure in dealing with Maria SOLANO,Tresl Finance Advisor. Maria was completely knowledgeable of the process that I needed to close my Equus Lease and then purchase the vehicle. She was always very polite and quickly responded to my calls and emails. Maria exemplifies what customer service is all about. She is a credit to your company, Thank You Maria  Sincerely,  Ed Blyskal",1,Positive
Timely and easy to work with. Rep very friendly and courtious,1,Positive
"I understand things are difficult because of Covid 19 and you are probably working with a skeleton crew. I just felt the communication on some levels could have been a little better . Julie Dulin did a very good job. Overall, I am very satisfied and love the car.",1,Positive
The whole process is a little long.,1,Positive
Darla was amazing!!! The process was quick and easy.  Darla made sure  sure I knew what was happening every step of the way.  Best customer ever!!!! Thank you.,1,Positive
"vehicle.   When I left your rental car agency today,  there were TWO (2) of these EXACT SE models in your car return area out back. One with Louisiana tags and one with New Jersey rags. Your counter guy said there were no Camrys in a 75 mile radius!!! What’s going on?",0,Negative
Immediate response,1,Positive
Very easy to work with and the responses back to me were prompt.  The paperwork was straight forward and easy to process.,1,Positive
Amy was truly amazing and very accommodating! Thank you soo much Amy!,1,Positive
"Terrible experience. My first vehicle never showed up to the lot and the sales rep never followed up with me even after I left multiple messages. I had to schedule a new test drive however my original vehicle was nowhere to be found. Vehicle that did show up was in terrible condition dirty and definitely not sanitized for covid-19. When I started it up immediately a check engine light showed up showing that there was a malfunction in the forward braking system. so the vehicle was terrible my experience was terrible and I questioned the entire Avis process. Be careful when working with them.  Update June 27th.  Well a lot has changed since I wrote this review.  The head of sales contacted me to discuss my experience.  He did explain that the condition of the cars like cleanliness is up to Avis rentals not the sales side and that my car came right off the rental. Regardless with Covid, they do need a protocol to ensure the inside has been cleaned.  They also made a big effort to find a vehicle that would meet my needs so I gave them another chance.  The 2nd time around went a lot better.  There were still one or two bumps but in the end, I did purchase from them and changed my review back up to 5 stars.  The bottom line is that if your experience is not what you expect, always let them know and see if they attempt to make things right. In this case it was worth it as I found a vehicle that I was searching for, for a great price.",1,Positive
"I was a little leary of purchasing a car basically over the internet and phone. However I must say they are well organised, they answered all of my questions and process went very smoothly.",1,Positive
Very thorough and seamless. Everyone was very professional and attentive to my needs.,1,Positive
Just couldn’t get an answer to my email about if I needed to keep my old license plate.,1,Positive
Great experience,1,Positive
Everything thing was explained in detail.  I felt comfortable and reassured during the process.,1,Positive
"Jorge was excellent. Got on it quick, stayed in regular communication through out the process -and got us an incredible refinance!",1,Positive
It was a very organized and easy process to purchase the vehicle. All parties involved in the loan process were very knowledgeable and professional. I would highly recommend this auto purchasing group.,1,Positive
Mark made the process smooth and kept me in the loop the entire way.,1,Positive
"Zabina made the entire process, from beginning to end, as painless as humanly possible. She was very professional, courteous, informative, and helpful.",1,Positive
"The process was long, impersonal, and at times confusing hard of understanding exactly what to expect.",0,Negative
My first time purchasing a car online and was confusing at times but my agent Kim always got back to me immediately to answer my questions and help expedite the whole process.  Thank you Kim!!!!,1,Positive
Excellent service!,1,Positive
It was a very easy process to do online and over the phone.,1,Positive
The process was very easy and my financial advisor was helpful and he responded to all my concerns promptly. Most definitely satisfied with my purchase.,1,Positive
"When I asked why the registration transfer fee was so high, I was initially told that was what my DMV charged.  I informed them the fee was 110% increase from my DMV.  Then was told you use a tag agency and that is what they charge.  I was sent my purchase documents, sent them back then was told that they forgot to include a form for my ex-wife to sign at notary.  Throughout the process they felt I should drop everything and handle things, if I took two days to call they sent emails saying they we’re closing my file.  I’ve been working like crazy during this pandemic.",0,Negative
YOU EXCEEDED A FIVE STAR RATING FROM THE VERY BEGINNING THROUGH TO THE VERY END.,1,Positive
"Highly customer oriented, very professional, the very best anywhere !  Very responsive on returning messages and phone calls. Very pleasant to work with, and it was always nice to talk to a real live person instead of dealing with recorded instructions to get an answer.",1,Positive
All good. Reasonably easy.,1,Positive
"Mrs.Velena was very helpful and caring, she explained every detail word for word. Thanks Velena.",1,Positive
Great communication and easy process,1,Positive
Hi i had a great experience with this company refinancing my auto loan  it was fast and easy Jorge Benavides was exceptional to deal with he handled everything fast did a great job keeping me in the loop every step of the way i give him five stars ?? I highly recommend them.,1,Positive
Would not work with my Credit union.,1,Positive
"We were very happy with our experience, specifically, with Tresl's Finance Advisor, Kim W.  Very professional, courteous, and patient.  Kim's an Allstar.  Transaction went smoothly.  Thanks, Kim",1,Positive
This made the purchase simple.,1,Positive
Robert worked with me on my auto refinancing loan and he was very helpful. He answered all my questions and used multiple ways of communication. The only reason I'm not giving a 5 star rating is because the process did take longer then I expected. Overall I am very pleased.,1,Positive
"This process could and should be: much quicker, easier, transparent. Sales rep was lazy and didn’t do anything unless I facilitated the process. Interest rate on loan is pathetic and will be immediately refinanced. Wasn’t even offered a chance to make a down payment but decided not to bother as it would just take more time and make it even more of a process. Couldn’t get original notarized documents accepted the first time and I had to redo them (though wasn’t given an actual reason why or how to avoid it happening again). Literally feel like I sold this car to myself as the reps I had contact with did nothing useful whatsoever. I wasn’t even going to be contacted because the rep was unsure if I had the vehicle at the beginning. Instead of calling or emailing she just put a comment on my account. Really?",0,Negative
This was a painless experience. Thank you!,1,Positive
"Jonathan from Tresl was very effective.  Looking to buy out me lease, he explained all the details in a simple, honest way.  Quick and easy from home process.",1,Positive
Gina was great in getting information to me. Very accurate and efficient,1,Positive
Super easy and they walk you through the processes step by step! thank you!,1,Positive
